IlmnID	final_gene_name_hg19	final_gene_name_hg38
cg21379008	ATP8B2	AQP10
cg21379008	ATP8B2	ATP8B2
cg21401794	LRRC8C	FLJ27354
cg21401794	LRRC8C	LRRC8C
cg21401794	LRRC8C	RP11-302M6.4
cg21401794	LRRC8C	RP11-413E1.4
cg21406271	RUNX3	RUNX3
cg21409833	ANGPTL3	ANGPTL3
cg21409833	ANGPTL3	DOCK7
cg21430666	HIST3H3	HIST3H3
cg21431091	TMEM9	TMEM9
cg21434954	LCE1B	LCE1B
cg21438018	MSH4	MSH4
cg21471199	ALDH4A1	ALDH4A1
cg21471199	ALDH4A1	RP13-279N23.2
cg21476940	ITLN1	ITLN1
cg21539243	PHTF1	PHTF1
cg21581873	PLEKHA6	PLEKHA6
cg21589280	DDAH1	DDAH1
cg21596858	DCST2	DCST1
cg21596858	DCST2	DCST2
cg21615127	TMCO4	TMCO4
cg21647227	TBX15	TBX15
cg21660130	CLCNKB	CLCNKB
cg21682382	TMEM39B	RP11-277A4.4
cg21682382	TMEM39B	TMEM39B
cg21715963	C1orf51	C1orf51
cg21730067	LOC492303	GEMIN8P4
cg21730067	LOC492303	ZNF326
cg21731286	TAS1R2	RP13-279N23.2
cg21731286	TAS1R2	TAS1R2
cg21777154	C1orf21	C1orf21
cg21784383	ESRRG	ESRRG
cg21808053	DIRAS3	DIRAS3
cg21808053	DIRAS3	GNG12-AS1
cg21809447	OLFM3	OLFM3
cg21815220	TNFRSF4	TNFRSF4
cg21824902	WDTC1	RP11-40H20.4
cg21824902	WDTC1	WDTC1
cg21846488	LCE4A	LCE4A
cg21849289	C1orf123	C1orf123
cg21849289	C1orf123	RP5-1024G6.7
cg21852292	C1orf115	C1orf115
cg21906716	TP73	RP5-1092A11.5
cg21906716	TP73	TP73
cg21921474	C1orf172	KDF1
cg21927975	GPR153	GPR153
cg21942576	GPBP1L1	GPBP1L1
cg21948655	SMCP	SMCP
cg21950166	SFN	SFN
cg21968580	DNAJB4	DNAJB4
cg21968580	DNAJB4	GIPC2
cg21968580	DNAJB4	RP11-386I14.4
cg22001782	BCL9	BCL9
cg22035229	MSH4	MSH4
cg22039357	C1orf21	C1orf21
cg22123711	TNFRSF8	TNFRSF8
cg22126266	LHX4	LHX4
cg22129364	GPX7	GPX7
cg22165175	KCNA2	KCNA2
cg22165507	MGST3	MGST3
cg22176895	PROX1	PROX1
cg22176895	PROX1	PROX1-AS1
cg22181664	CLCA1	CLCA1
cg22189725	ADC	AK2
cg22189725	ADC	AZIN2
cg22193702	PADI1	PADI1
cg22233974	MACF1	MACF1
cg22234962	C1orf104	RUSC1
cg22234962	C1orf104	RUSC1-AS1
cg22258437	ID3	ID3
cg22269795	EFHD2	EFHD2
cg22269795	EFHD2	RP3-467K16.4
cg22283058	GPR37L1	GPR37L1
cg22383924	TP73	TP73
cg22395192	FAM46B	FAM46B
cg22421766	SCNN1D	SCNN1D
cg22429121	AHDC1	AHDC1
cg22459359	ZMYM6	RP11-244H3.4
cg22459359	ZMYM6	ZMYM6
cg22462235	LEFTY2	LEFTY2
cg22477971	C1QB	C1QB
cg22491058	C4BPA	C4BPA
cg22496437	ARHGEF10L	ARHGEF10L
cg22500004	DIRAS3	ARL5AP3
cg22500004	DIRAS3	DIRAS3
cg22500004	DIRAS3	GNG12-AS1
cg22505006	ZBTB7B	ZBTB7B
cg22512670	RPS6KA1	RPS6KA1
cg22577136	IKBKE	IKBKE
cg22585988	PVRL4	PVRL4
cg22610676	C1orf61	C1orf61
cg22614355	HTR6	HTR6
cg22646710	SYT6	SYT6
cg22647018	AGT	AGT
cg22647018	AGT	RP11-99J16__A.2
cg22663080	GCLM	GCLM
cg22675447	NIPAL3	NIPAL3
cg22678092	FCRLB	FCRLB
cg22700686	S100A2	S100A2
cg22717825	PLA2G2E	PLA2G2E
cg22730004	SPTA1	SPTA1
cg22736107	PSMB4	PSMB4
cg22737001	RUNX3	RUNX3
cg22748573	CITED4	CITED4
cg22760576	EYA3	EYA3
cg22774211	ADAM30	ADAM30
cg22815214	CACNA1S	ASCL5
cg22815214	CACNA1S	CACNA1S
cg22827524	FAM177B	FAM177B
cg22827640	HPCAL4	HPCAL4
cg22827640	HPCAL4	PPIE
cg22844623	GJC2	GJC2
cg22844623	GJC2	GUK1
cg22855405	TINAGL1	RP11-73M7.1
cg22855405	TINAGL1	TINAGL1
cg22920538	UROD	HECTD3
cg22920538	UROD	UROD
cg22927043	NPPB	NPPB
cg22949637	PRPF38B	PRPF38B
cg22968727	RPL11	RPL11
cg22983885	C1orf128	PITHD1
cg22983885	C1orf128	TCEB3-AS1
cg22997415	OVGP1	OVGP1
cg23004625	PIGM	PIGM
cg23014759	BCL9	BCL9
cg23018891	BCAS2	BCAS2
cg23054437	MOSC2	MARC2
cg23061257	YIPF1	YIPF1
cg23062876	DBT	DBT
cg23064554	CTRC	CTRC
cg23078294	RSBN1	RP5-1073O3.2
cg23078294	RSBN1	RSBN1
cg23082632	B4GALT3	B4GALT3
cg23082632	B4GALT3	PPOX
cg23092820	S100A9	S100A9
cg23093580	NDUFS5	NDUFS5
cg23110514	LCE3E	LCE3C
cg23110514	LCE3E	LCE3E
cg23150609	YARS	S100PBP
cg23150609	YARS	YARS
cg23154272	LENEP	LENEP
cg23166289	C1orf107	DIEXF
cg23207616	RER1	MORN1
cg23207616	RER1	RER1
cg23213688	EXOC8	EXOC8
cg23213688	EXOC8	SPRTN
cg23228178	PADI4	PADI4
cg23283495	IRF6	IRF6
cg23299127	MAP3K6	MAP3K6
cg23326301	ADAM30	ADAM30
cg23335946	C1orf25	SWT1
cg23335946	C1orf25	TRMT1L
cg23352747	ALPL	ALPL
cg23355725	MIIP	MIIP
cg23489497	GPN2	GPN2
cg23499956	S100A16	S100A16
cg23506842	PTPN7	PTPN7
cg23523368	AMPD1	AMPD1
cg23534142	ATF3	ATF3
cg23540651	GBP3	GBP3
cg23588217	TBX15	TBX15
cg23612220	TNFAIP8L2	SCNM1
cg23612220	TNFAIP8L2	TNFAIP8L2
cg23616212	SORT1	SORT1
cg23631538	DENND2D	CHI3L2
cg23631538	DENND2D	DENND2D
cg23637943	PSMA5	PSMA5
cg23665568	BCL10	RP11-131L23.1
cg23687103	MIIP	MIIP
cg23687186	IPO9	IPO9
cg23687186	IPO9	IPO9-AS1
cg23707905	AMY2B	AMY2B
cg23707905	AMY2B	RNPC3
cg23729443	BGLAP	BGLAP
cg23729443	BGLAP	PMF1-BGLAP
cg23749046	GPR61	GPR61
cg23749046	GPR61	RP5-1160K1.8
cg23751922	CREG1	CREG1
cg23799313	PAQR7	PAQR7
cg23813012	PRDM2	PRDM2
cg23828212	MAN1A2	MAN1A2
cg23829949	ZNF238	ZBTB18
cg23839159	ERMAP	CCDC23
cg23839159	ERMAP	ERMAP
cg23847017	PHACTR4	PHACTR4
cg23855566	FAM73A	FAM73A
cg23855566	FAM73A	RNA5SP21
cg23864823	MRPL9	MRPL9
cg23864823	MRPL9	OAZ3
cg23864823	MRPL9	RP11-98D18.3
cg23867494	TNFRSF4	TNFRSF4
cg23874078	DRAM2	CEPT1
cg23874078	DRAM2	DRAM2
cg23886755	PHC2	PHC2
cg23909343	PPP2R5A	PPP2R5A
cg23913963	RCC2	RCC2
cg23915111	KIF14	KIF14
cg23916948	RAG1AP1	SLC50A1
cg23933345	DCLRE1B	AP4B1
cg23933345	DCLRE1B	DCLRE1B
cg23953831	CD101	CD101
cg23955417	MIR1976	MIR1976
cg23955417	MIR1976	RPS6KA1
cg23993660	PINK1	MIR6084
cg23993660	PINK1	PINK1
cg24008892	PMF1	PMF1
cg24008892	PMF1	PMF1-BGLAP
cg24008892	PMF1	SLC25A44
cg24019564	RUNX3	RUNX3
cg24027679	SLC2A7	SLC2A7
cg24042452	C1orf182	CCT3
cg24042452	C1orf182	TSACC
cg24049050	ARHGAP29	ARHGAP29
cg24051818	C1orf175	MROH7
cg24051818	C1orf175	MROH7-TTC4
cg24058386	C1orf61	C1orf61
cg24087944	GABRD	GABRD
cg24109894	PSMB2	PSMB2
cg24110050	TCTEX1D1	TCTEX1D1
cg24141382	CTPS	CTPS1
cg24150153	ARHGAP29	ARHGAP29
cg24158160	C1orf230	RIIAD1
cg24192663	HSPA6	FCGR2A
cg24192663	HSPA6	HSPA6
cg24192663	HSPA6	RP11-25K21.6
cg24241455	KLHL20	KLHL20
cg24262376	SCNM1	LYSMD1
cg24262376	SCNM1	SCNM1
cg24272559	FMO9P	FMO9P
cg24304714	LCE1C	LCE1B
cg24304714	LCE1C	LCE1C
cg24313303	PIGV	PIGV
cg24313770	RRP15	RRP15
cg24335149	PLA2G5	PLA2G5
cg24375627	S100A6	S100A6
cg24417499	HPCA	HPCA
cg24420778	PRDX6	PRDX6
cg24432768	CD1D	CD1D
cg24433287	MANEAL	MANEAL
cg24437523	ATP1A2	ATP1A2
cg24450063	SLC25A44	SLC25A44
cg24465943	FCER1G	FCER1G
cg24468890	HDAC1	HDAC1
cg24469114	SNHG3-RCC1	RCC1
cg24469114	SNHG3-RCC1	SNHG3
cg24469114	SNHG3-RCC1	SNORA73A
cg24485466	KIF14	KIF14
cg24501381	CCDC30	CCDC30
cg24502084	UBQLN4	LAMTOR2
cg24502084	UBQLN4	UBQLN4
cg24502330	CDA	CDA
cg24525573	C1orf64	C1orf64
cg24534743	AHDC1	AHDC1
cg24535439	MMP23B	MMP23B
cg24535573	C1orf126	TMEM51
cg24535573	C1orf126	TMEM51-AS1
cg24550026	BCL2L15	AP4B1-AS1
cg24550026	BCL2L15	BCL2L15
cg24550933	LOC441897	PGCP1
cg24577137	TPR	C1orf27
cg24577137	TPR	TPR
cg24592207	TOMM40L	MIR5187
cg24592207	TOMM40L	TOMM40L
cg24613957	PLA2G2E	PLA2G2E
cg24635860	ZC3H12A	LINC01137
cg24635860	ZC3H12A	ZC3H12A
cg24650501	LMX1A	LMX1A
cg24676384	PBXIP1	PBXIP1
cg24681307	AHCYL1	AHCYL1
cg24701772	EPS15	EPS15
cg24741609	GLIS1	GLIS1
cg24762437	ZZZ3	ZZZ3
cg24792360	FUCA1	FUCA1
cg24798047	GOLT1A	GOLT1A
cg24800810	RGS7	RGS7
cg24818434	SLC25A44	SLC25A44
cg24844545	NPPA	NPPA
cg24845207	DMRTB1	DMRTB1
cg24864241	PLEKHA6	PLEKHA6
cg24898863	S100A8	S100A8
cg24946133	JUN	JUN
cg24946133	JUN	LINC01135
cg24959428	GBP6	GBP6
cg24987706	GPA33	GPA33
cg24995240	SPATA1	GNG5
cg24995240	SPATA1	SPATA1
cg25013852	PGM1	ITGB3BP
cg25013852	PGM1	PGM1
cg25027501	GSTM3	GSTM3
cg25027501	GSTM3	GSTM5
cg25027501	GSTM3	RP4-735C1.4
cg25047378	IPO13	IPO13
cg25047378	IPO13	RP11-7O11.3
cg25082710	IVL	IVL
cg25103337	H6PD	H6PD
cg25112191	RORC	RORC
cg25119415	MNDA	MNDA
cg25135333	SEC16B	RP4-798P15.3
cg25135333	SEC16B	SEC16B
cg25153824	CCDC19	CFAP45
cg25153824	CCDC19	MIR4259
cg25165880	ACOT7	ACOT7
cg25165880	ACOT7	RP1-202O8.3
cg25182523	FAM129A	FAM129A
cg25189904	GNG12	GNG12
cg25189904	GNG12	GNG12-AS1
cg25214914	RXFP4	RXFP4
cg25256723	F5	F5
cg25273602	YTHDF2	YTHDF2
cg25284492	H6PD	H6PD
cg25320780	SLC16A4	LAMTOR5-AS1
cg25320780	SLC16A4	SLC16A4
cg25341925	NPPA	NPPA
cg25341925	NPPA	NPPA-AS1
cg25372135	DARS2	CENPL
cg25372135	DARS2	DARS2
cg25397779	MRPL20	MRPL20
cg25397779	MRPL20	RP4-758J18.13
cg25410668	RPA2	RPA2
cg25412453	DCST2	DCST1
cg25412453	DCST2	DCST2
cg25413757	TMEM206	TMEM206
cg25416363	RBM15	RBM15
cg25416363	RBM15	RP5-1074L1.1
cg25433648	S100A14	S100A14
cg25446086	SYT11	GON4L
cg25446086	SYT11	SYT11
cg25478157	CEP350	CEP350
cg25478157	CEP350	RP11-533E19.5
cg25536676	DHCR24	DHCR24
cg25536676	DHCR24	RP11-67L3.4
cg25536676	DHCR24	RP11-67L3.5
cg25596287	SNHG3-RCC1	RCC1
cg25610428	LCE1E	LCE1B
cg25610428	LCE1E	LCE1E
cg25632203	ZNF643	ZFP69B
cg25667202	RPS27	RPS27
cg25680829	LHX4	LHX4
cg25682936	SF3A3	RNU6-510P
cg25682936	SF3A3	SF3A3
cg25705508	CHIT1	CHIT1
cg25722983	STK40	STK40
cg25773695	VANGL1	VANGL1
cg25816468	PBXIP1	PBXIP1
cg25817752	PDIK1L	PDIK1L
cg25827112	TESK2	TESK2
cg25827666	NTRK1	NTRK1
cg25827666	NTRK1	SH2D2A
cg25840094	CFHR5	CFHR5
cg25870263	FNDC5	FNDC5
cg25946374	IL22RA1	IL22RA1
cg25957967	PCSK9	PCSK9
cg25973092	SESN2	SESN2
cg26001030	RABGAP1L	RABGAP1L
cg26001030	RABGAP1L	RP11-160H22.5
cg26015133	FCRLB	FCRLB
cg26035542	PVRL4	PVRL4
cg26050734	TNRC4	CELF3
cg26050734	TNRC4	RIIAD1
cg26073060	EIF3I	EIF3I
cg26073060	EIF3I	TMEM234
cg26079320	POGK	POGK
cg26091510	LRIG2	LRIG2
cg26091510	LRIG2	RP11-31F15.2
cg26093148	TNRC4	CELF3
cg26093148	TNRC4	RIIAD1
cg26108329	HMGN2	DHDDS
cg26108329	HMGN2	HMGN2
cg26117431	LRRC39	LRRC39
cg26128092	WDR8	WRAP73
cg26131911	ZBTB8OS	RBBP4
cg26131911	ZBTB8OS	ZBTB8OS
cg26151675	CNR2	CNR2
cg26161057	AHDC1	AHDC1
cg26185508	CDCP2	CDCP2
cg26185508	CDCP2	RP11-446E24.4
cg26213873	CTTNBP2NL	CTTNBP2NL
cg26229607	ARHGAP29	ARHGAP29
cg26315985	JAK1	JAK1
cg26317111	UBE2U	UBE2U
cg26334801	FAM163A	FAM163A
cg26372517	TFAP2E	RP4-728D4.2
cg26372517	TFAP2E	TFAP2E
cg26406563	C1orf175	MROH7
cg26406563	C1orf175	MROH7-TTC4
cg26430305	C4BPA	C4BPA
cg26466094	AK5	AK5
cg26466858	LCE3A	LCE3A
cg26541516	C1orf159	C1orf159
cg26542888	RNF2	RNF2
cg26546113	DHX9	DHX9
cg26557658	FAM43B	FAM43B
cg26580095	BTBD8	BTBD8
cg26591879	ATF6	ATF6
cg26591879	ATF6	RP11-474I16.8
cg26601286	NSUN4	NSUN4
cg26624273	SNIP1	SNIP1
cg26628634	BLZF1	BLZF1
cg26628634	BLZF1	NME7
cg26649834	C1orf109	C1orf109
cg26710722	COL9A2	COL9A2
cg26757053	LYPLAL1	LYPLAL1
cg26757053	LYPLAL1	LYPLAL1-AS1
cg26764244	GNG12	GNG12
cg26764244	GNG12	GNG12-AS1
cg26776069	DEM1	EXO5
cg26776069	DEM1	RP11-656D10.3
cg26781150	HPDL	HPDL
cg26801613	LMO4	LMO4
cg26845278	SPATA21	SPATA21
cg26859016	IKBKE	IKBKE
cg26870566	KIRREL	KIRREL
cg26876647	C1orf104	RUSC1
cg26876647	C1orf104	RUSC1-AS1
cg26895569	PLEKHA6	PLEKHA6
cg26904702	SLC27A3	AL513523.2
cg26904702	SLC27A3	INTS3
cg26904702	SLC27A3	SLC27A3
cg26912602	IKBKE	IKBKE
cg26928603	KIRREL	KIRREL
cg26935168	RPL22	RPL22
cg26987645	FMOD	FMOD
cg27014642	CELSR2	CELSR2
cg27018070	FHL3	FHL3
cg27026509	EIF2C1	AGO1
cg27058497	RUNX3	RUNX3
cg27094188	EIF2C1	AGO1
cg27114086	YY1AP1	DAP3
cg27114086	YY1AP1	YY1AP1
cg27155653	RGL1	ARPC5
cg27155653	RGL1	RGL1
cg27167439	C1orf21	C1orf21
cg27167439	C1orf21	RP11-382D12.2
cg27202708	C1orf65	CCDC185
cg27233027	NME7	NME7
cg27238470	EDN2	EDN2
cg27244432	ACP6	ACP6
cg27261136	ARL8A	ARL8A
cg27262412	TBX15	TBX15
cg27284019	DDX20	DDX20
cg27284019	DDX20	FAM212B
cg27287808	PLK3	PLK3
cg27315157	IFI44L	IFI44L
cg27337148	CAMK1G	CAMK1G
cg27341860	OR2L13	CLK3P2
cg27341860	OR2L13	OR2L13
cg27383362	ATAD3C	ATAD3C
cg27398499	TACSTD2	TACSTD2
cg27403822	TOR3A	TOR3A
cg27409012	UAP1	RP11-359K18.3
cg27409012	UAP1	UAP1
cg27416067	IL12RB2	IL12RB2
cg27441486	NAV1	IPO9-AS1
cg27441486	NAV1	NAV1
cg27446185	VTCN1	VTCN1
cg27477594	MGST3	MGST3
cg27493997	CRABP2	CRABP2
cg27497900	NCSTN	COPA
cg27497900	NCSTN	NCSTN
cg27520170	KCNJ10	KCNJ10
cg27520170	KCNJ10	RP11-536C5.2
cg27543538	AHDC1	AHDC1
cg27546682	STK40	STK40
cg27549944	PLEKHA6	PLEKHA6
cg27626424	LOR	LOR
cg00094851	KIF3C	KIF3C
cg00097536	ZFP36L2	LINC01126
cg00097536	ZFP36L2	ZFP36L2
cg00213281	MIR1978	AC105402.4
cg00213281	MIR1978	KIF5C
cg00234616	TLX2	TLX2
cg00282195	B3GALT1	AC016723.4
cg00314943	ALPPL2	ALPPL2
cg00391067	LOC100271715	ARHGEF33
cg00391067	LOC100271715	MORN2
cg00396894	C2orf53	PRR30
cg00405190	WIPF1	AC018890.6
cg00405190	WIPF1	WIPF1
cg00423969	FER1L5	FER1L5
cg00465284	LRRTM1	CTNNA2
cg00465284	LRRTM1	LRRTM1
cg00495775	HOXD11	HOXD10
cg00495775	HOXD11	HOXD11
cg00497251	RNPEPL1	ANKMY1
cg00497251	RNPEPL1	RNPEPL1
cg00498211	SLC1A4	SLC1A4
cg00537910	ABCB6	ABCB6
cg00537910	ABCB6	ATG9A
cg00539322	SAG	SAG
cg00539716	FOXN2	FOXN2
cg00554682	ZNF804A	ZNF804A
cg00585790	LIMS1	LIMS1
cg00605777	SEMA4C	SEMA4C
cg00655779	C2orf7	CCT7
cg00655779	C2orf7	PRADC1
cg00658082	RTKN	RTKN
cg00665395	TTLL4	TTLL4
cg00689213	REG1P	REG1P
cg00711916	CNNM4	CNNM4
cg00720723	NOP58	NOP58
cg00763679	HDLBP	HDLBP
cg00763679	HDLBP	SEPT2
cg00767581	HOXD4	AC009336.19
cg00767581	HOXD4	HOXD3
cg00767581	HOXD4	HOXD4
cg00767581	HOXD4	MIR10B
cg00795812	PDCD1	PDCD1
cg00821731	WNT10A	WNT10A
cg00823148	CRYGB	CRYGB
cg00839584	IL1A	IL1A
cg00850538	CRIM1	CRIM1
cg00850538	CRIM1	RP11-490M8.1
cg00856375	PSMD14	AC009299.2
cg00856375	PSMD14	PSMD14
cg00887755	PROKR1	APLF
cg00887755	PROKR1	PROKR1
cg00945862	SLC4A5	RP11-287D1.3
cg00945862	SLC4A5	SLC4A5
cg00962459	PROKR1	APLF
cg00962459	PROKR1	PROKR1
cg01004382	STAT4	STAT4
cg01035238	TNFAIP6	TNFAIP6
cg01040759	ST3GAL5	ST3GAL5
cg01040759	ST3GAL5	ST3GAL5-AS1
cg01044662	C2orf3	GCFC2
cg01109219	RASGRP3	RASGRP3
cg01124420	EDAR	EDAR
cg01145396	CHRNG	CHRNG
cg01150454	MRPS5	MRPS5
cg01152019	HOXD4	AC009336.19
cg01152019	HOXD4	HOXD3
cg01152019	HOXD4	HOXD4
cg01152019	HOXD4	MIR10B
cg01172899	SLC16A14	SLC16A14
cg01195127	YIPF4	YIPF4
cg01200177	POLR2D	POLR2D
cg01231381	SESTD1	SESTD1
cg01272601	AAK1	AAK1
cg01272601	AAK1	ANXA4
cg01287788	SNORD94	PTCD3
cg01287788	SNORD94	SNORD94
cg01290568	IL1B	IL1B
cg01343041	C2orf84	AC008073.7
cg01343041	C2orf84	FAM228A
cg01343041	C2orf84	RP11-507M3.1
cg01347719	DQX1	AUP1
cg01347719	DQX1	DQX1
cg01419675	RHOB	RHOB
cg01450842	STON1-GTF2A1L	STON1
cg01450842	STON1-GTF2A1L	STON1-GTF2A1L
cg01464985	ZNF512	AC074091.1
cg01464985	ZNF512	RP11-158I13.2
cg01464985	ZNF512	ZNF512
cg01561916	HAAO	HAAO
cg01568335	COX5B	COX5B
cg01600782	CALM2	CALM2
cg01600782	CALM2	RP11-761B3.1
cg01615080	ACYP2	ACYP2
cg01620785	C2orf28	ATRAID
cg01620785	C2orf28	SLC5A6
cg01639256	ASPRV1	ASPRV1
cg01639256	ASPRV1	PCBP1-AS1
cg01651821	MRPL30	C2orf15
cg01651821	MRPL30	MITD1
cg01651821	MRPL30	MRPL30
cg01651821	MRPL30	RP11-38C17.1
cg01751245	SPRED2	SPRED2
cg01777397	CLIP4	CLIP4
cg01780482	EPAS1	EPAS1
cg01790523	SCN9A	SCN9A
cg01846065	STAM2	STAM2
cg01876338	GPR75	GPR75
cg01876338	GPR75	GPR75-ASB3
cg01887374	HS6ST1	HS6ST1
cg01888166	PUM2	PUM2
cg01894508	ASPRV1	ASPRV1
cg01897036	SCTR	SCTR
cg01906055	NCAPH	NCAPH
cg01936270	CYP1B1	CYP1B1
cg02005375	DDX18	DDX18
cg02014107	DLX2	DLX2
cg02014107	DLX2	DLX2-AS1
cg02034222	DQX1	DQX1
cg02039987	GPD2	GPD2
cg02056098	SCN9A	SCN9A
cg02085953	ARID5A	ARID5A
cg02099418	CD28	CD28
cg02100828	PSME4	ACYP2
cg02100828	PSME4	PSME4
cg02144933	AOX1	AOX1
cg02150988	HOXD1	HAGLR
cg02150988	HOXD1	HOXD1
cg02150988	HOXD1	MIR7704
cg02187259	FAM49A	FAM49A
cg02204046	MYCN	MYCN
cg02204046	MYCN	MYCNOS
cg02240226	GLB1L	GLB1L
cg02240226	GLB1L	STK16
cg02245378	CCDC140	CCDC140
cg02245378	CCDC140	PAX3
cg02255510	CCDC75	GPATCH11
cg02255510	CCDC75	HEATR5B
cg02278165	COX7A2L	COX7A2L
cg02317742	ATOH8	ATOH8
cg02322989	LRP1B	LRP1B
cg02358761	STK17B	STK17B
cg02442900	DGKD	DGKD
cg02453591	FARSB	FARSB
cg02479196	MARCH7	AC009961.3
cg02479196	MARCH7	MARCH7
cg02488871	VIL1	VIL1
cg02549910	TTC30A	TTC30A
cg02582940	FER1L5	FER1L5
cg02582940	FER1L5	KANSL3
cg02584498	GREB1	GREB1
cg02592133	C2orf55	KIAA1211L
cg02630207	SRBD1	SRBD1
cg02668581	MREG	MREG
cg02668581	MREG	PECR
cg02710105	MAP4K3	AC007246.3
cg02710105	MAP4K3	MAP4K3
cg02742971	OSR1	OSR1
cg02812142	ACMSD	ACMSD
cg02812142	ACMSD	CCNT2-AS1
cg02836529	NEUROD1	CERKL
cg02836529	NEUROD1	NEUROD1
cg02905881	MSH6	MSH6
cg02906238	TFCP2L1	TFCP2L1
cg02932167	ECEL1	ECEL1
cg02941741	NGEF	NGEF
cg02961200	AGPS	AC074286.1
cg02961200	AGPS	AGPS
cg02961200	AGPS	NFE2L2
cg02983451	KLF11	KLF11
cg02989351	YWHAQ	YWHAQ
cg02994216	RALB	RALB
cg03077062	SFXN5	SFXN5
cg03222009	HS6ST1	HS6ST1
cg03266453	EN1	EN1
cg03270376	STK36	RNF25
cg03270376	STK36	STK36
cg03283842	PLEKHA3	FKBP7
cg03283842	PLEKHA3	PLEKHA3
cg03310469	SIX2	SIX2
cg03369671	ARMC9	ARMC9
cg03395188	MIR26B	MIR26B
cg03402876	KCNF1	KCNF1
cg03432176	CD302	CD302
cg03432176	CD302	LY75-CD302
cg03443331	KIAA1310	KANSL3
cg03460682	CYP27A1	CYP27A1
cg03464655	SLC38A11	AC013463.2
cg03464655	SLC38A11	SLC38A11
cg03490115	INO80B	INO80B
cg03490115	INO80B	INO80B-WBP1
cg03514843	EMILIN1	EMILIN1
cg03520136	UPP2	UPP2
cg03528016	ALMS1P	ALMS1P
cg03539474	SLC25A12	SLC25A12
cg03549127	GCA	GCA
cg03608167	CXCR4	CXCR4
cg03626672	CXCR7	ACKR3
cg03627290	TMBIM1	PNKD
cg03627290	TMBIM1	TMBIM1
cg03708463	RNASEH1	RNASEH1
cg03708463	RNASEH1	RNASEH1-AS1
cg03724445	DFNB59	DFNB59
cg03724445	DFNB59	PRKRA
cg03731898	CPO	CPO
cg03785076	SNED1	SNED1
cg03839341	RAB10	RAB10
cg03874199	HOXD12	HOXD12
cg03889044	PDCD1	PDCD1
cg03947362	C2orf47	C2orf47
cg03947362	C2orf47	C2orf69
cg03947362	C2orf47	TYW5
cg04042861	HTR2B	HTR2B
cg04042861	HTR2B	PSMD1
cg04098585	CD28	CD28
cg04118190	DUSP2	AC012307.2
cg04118190	DUSP2	DUSP2
cg04118884	TMEM198	CHPF
cg04118884	TMEM198	TMEM198
cg04144521	MFSD6	MFSD6
cg04163638	FAM49A	FAM49A
cg04183933	HSPE1	HSPD1
cg04183933	HSPE1	HSPE1
cg04183933	HSPE1	HSPE1-MOB4
cg04195527	INSIG2	INSIG2
cg04361126	SLC40A1	SLC40A1
cg04383012	PSMD1	PSMD1
cg04430204	RNF25	RNF25
cg04430204	RNF25	STK36
cg04527918	UCN	UCN
cg04533291	CIAO1	CIAO1
cg04533291	CIAO1	TMEM127
cg04576203	AUP1	AUP1
cg04576203	AUP1	HTRA2
cg04576855	SERTAD2	SERTAD2
cg04587910	NHEJ1	NHEJ1
cg04587910	NHEJ1	RP11-33O4.2
cg04730882	HOXD9	HOXD-AS2
cg04730882	HOXD9	HOXD9
cg04809136	SF3B14	FAM228B
cg04809136	SF3B14	SF3B6
cg04856043	HS1BP3	HS1BP3
cg04872689	PLEK	AC015969.3
cg04872689	PLEK	PLEK
cg04881903	CAPG	CAPG
cg04898443	HDLBP	HDLBP
cg04898443	HDLBP	SEPT2
cg04916311	PQLC3	PQLC3
cg05007997	SLC11A1	SLC11A1
cg05010058	CEP68	CEP68
cg05036173	SULT1C4	SULT1C4
cg05038216	CLIP4	CLIP4
cg05058748	SH3BP4	SH3BP4
cg05098471	MEIS1	MEIS1
cg05155595	ANXA4	ANXA4
cg05261289	STARD7	STARD7
cg05261289	STARD7	STARD7-AS1
cg05275752	GALM	GALM
cg05301852	FABP1	FABP1
cg05310309	LIMS1	LIMS1
cg05331214	SCN7A	SCN7A
cg05368724	FAM178B	FAM178B
cg05389024	KBTBD10	KLHL41
cg05389024	KBTBD10	RP11-724O16.1
cg05394497	METTL8	DCAF17
cg05394497	METTL8	METTL8
cg05404787	C2orf48	C2orf48
cg05409038	TEX261	AC007040.11
cg05409038	TEX261	AC007040.6
cg05409038	TEX261	TEX261
cg05422352	COPS7B	COPS7B
cg05422352	COPS7B	PDE6D
cg05443740	KCNIP3	KCNIP3
cg05469695	CDC42EP3	CDC42EP3
cg05544807	DNMT3A	DNMT3A
cg05595692	HK2	HK2
cg05619712	CRYGC	CRYGC
cg05656364	VAMP8	VAMP8
cg05664072	PER2	PER2
cg05670275	TRIP12	FBXO36
cg05670275	TRIP12	TRIP12
cg05672265	SLC20A1	AC079922.3
cg05672265	SLC20A1	SLC20A1
cg05702737	WNT10A	WNT10A
cg05707236	FAM179A	FAM179A
cg05714219	GALNT14	GALNT14
cg05720937	ACTR1B	ACTR1B
cg05720937	ACTR1B	LINC01125
cg05741384	ODC1	ODC1
cg05741384	ODC1	RP11-320M2.1
cg05782445	KCNK3	KCNK3
cg05828624	REG1A	REG1A
cg05874176	TLK1	TLK1
cg05882522	EHD3	CAPN14
cg05882522	EHD3	EHD3
cg05899618	GDF7	GDF7
cg05942128	HOXD11	HOXD10
cg05942128	HOXD11	HOXD11
cg05944800	INSIG2	INSIG2
