"gene_id","gene_name","length"
"ENSG00000119231.6","SENP5",7035
"ENSG00000114503.6","NCBP2",5114
"ENSG00000119227.3","PIGZ",3211
"ENSG00000163975.7","MFI2",8393
"ENSG00000075711.16","DLG1",11001
"ENSG00000161267.7","BDH1",9112
"ENSG00000145016.9","KIAA0226",8613
"ENSG00000122068.8","FYTTD1",8025
"ENSG00000186001.8","LRCH3",12639
"ENSG00000114473.9","IQCG",7474
"ENSG00000182899.10","RPL35A",2977
"ENSG00000185621.7","LMLN",8692
"ENSG00000197701.7","ZNF595",3930
"ENSG00000186777.7","ZNF732",2193
"ENSG00000131127.9","ZNF141",5744
"ENSG00000182903.11","ZNF721",6390
"ENSG00000174227.11","PIGG",10905
"ENSG00000133256.8","PDE6B",5086
"ENSG00000169020.5","ATP5I",940
"ENSG00000215375.2","MYL5",4305
"ENSG00000169026.8","MFSD7",2644
"ENSG00000185619.13","PCGF3",7425
"ENSG00000168993.10","CPLX1",2418
"ENSG00000178950.12","GAK",15155
"ENSG00000127419.12","TMEM175",3623
"ENSG00000145214.9","DGKQ",4970
"ENSG00000145217.9","SLC26A1",4293
"ENSG00000127415.8","IDUA",4022
"ENSG00000127418.10","FGFRL1",4145
"ENSG00000178222.8","RNF212",5000
"ENSG00000159674.7","SPON2",6013
"ENSG00000159692.11","CTBP1",8361
"ENSG00000090316.11","MAEA",9857
"ENSG00000163945.11","UVSSA",7830
"ENSG00000179979.7","CRIPAK",4441
"ENSG00000235608.1","NKX1-1",1236
"ENSG00000174137.8","FAM53A",4239
"ENSG00000163950.8","SLBP",2026
"ENSG00000168936.6","TMEM129",3442
"ENSG00000013810.14","TACC3",4682
"ENSG00000068078.13","FGFR3",4834
"ENSG00000168924.10","LETM1",8184
"ENSG00000109685.13","WHSC1",19776
"ENSG00000185049.8","NELFA",5935
"ENSG00000243449.2","C4orf48",571
"ENSG00000185818.7","NAT8L",5871
"ENSG00000130997.12","POLN",7721
"ENSG00000214367.3","HAUS3",7067
"ENSG00000123933.10","MXD4",7058
"ENSG00000159733.9","ZFYVE28",9624
"ENSG00000249428.1","RP11-503N18.3",1398
"ENSG00000063978.11","RNF4",7276
"ENSG00000125386.10","FAM193A",6174
"ENSG00000168884.10","TNIP2",2686
"ENSG00000087266.11","SH3BP2",13968
"ENSG00000087274.12","ADD1",13106
"ENSG00000109736.10","MFSD10",3159
"ENSG00000087269.11","NOP14",3538
"ENSG00000125388.15","GRK4",4686
"ENSG00000197386.6","HTT",18118
"ENSG00000188981.6","MSANTD1",7553
"ENSG00000159788.14","RGS12",13591
"ENSG00000109758.4","HGFAC",2836
"ENSG00000175920.11","DOK7",4036
"ENSG00000163956.6","LRPAP1",8724
"ENSG00000268781.1","AL590235.1",156
"ENSG00000216560.4","LINC00955",2087
"ENSG00000184160.6","ADRA2C",2177
"ENSG00000163982.5","OTOP1",1864
"ENSG00000132406.7","TMEM128",2408
"ENSG00000145220.9","LYAR",2319
"ENSG00000168826.11","ZBTB49",2943
"ENSG00000168824.10","NSG1",4355
"ENSG00000168818.5","STX18",5332
"ENSG00000163132.6","MSX1",2120
"ENSG00000170891.6","CYTL1",1003
"ENSG00000152953.8","STK32B",5324
"ENSG00000082929.4","C4orf6",1164
"ENSG00000173040.8","EVC2",5509
"ENSG00000072840.8","EVC",7923
"ENSG00000072832.10","CRMP1",5823
"ENSG00000181215.8","C4orf50",4557
"ENSG00000152969.12","JAKMIP1",3673
"ENSG00000109501.9","WFS1",4513
"ENSG00000074211.9","PPP2R2C",9198
"ENSG00000013288.4","MAN2B2",8898
"ENSG00000179010.10","MRFAP1",2655
"ENSG00000268791.1","AC093323.1",408
"ENSG00000163993.6","S100P",1280
"ENSG00000178988.10","MRFAP1L1",2180
"ENSG00000186222.3","BLOC1S4",1546
"ENSG00000170871.7","KIAA0232",8499
"ENSG00000132405.14","TBC1D14",6184
"ENSG00000173013.4","CCDC96",2150
"ENSG00000173011.11","TADA2B",5776
"ENSG00000109519.8","GRPEL1",4177
"ENSG00000184985.12","SORCS2",6292
"ENSG00000178597.4","PSAPL1",4679
"ENSG00000196526.6","AFAP1",9315
"ENSG00000228919.3","AC097381.1",1295
"ENSG00000163995.14","ABLIM2",6048
"ENSG00000125089.12","SH3TC1",10593
"ENSG00000170801.5","HTRA3",3321
"ENSG00000087008.11","ACOX3",3846
"ENSG00000155275.14","TRMT44",7724
"ENSG00000155269.7","GPR78",8360
"ENSG00000109625.14","CPZ",5562
"ENSG00000215612.5","HMX1",2142
"ENSG00000229924.2","FAM90A26",2489
"ENSG00000232399.2","USP17L13",1787
"ENSG00000231396.1","USP17L10",1593
"ENSG00000233136.1","USP17L11",1593
"ENSG00000227551.1","USP17L12",1593
"ENSG00000223569.1","USP17L15",1590
"ENSG00000249104.1","USP17L17",1593
"ENSG00000250844.1","USP17L18",1593
"ENSG00000248920.1","USP17L19",1593
"ENSG00000250745.1","USP17L20",1593
"ENSG00000249811.1","USP17L21",1593
"ENSG00000248933.1","USP17L22",1593
"ENSG00000250913.2","USP17L23",551
"ENSG00000232264.3","USP17L24",1593
"ENSG00000230430.3","USP17L25",1593
"ENSG00000229579.3","USP17L26",1593
"ENSG00000227140.3","USP17L5",1593
"ENSG00000235780.3","USP17L27",1593
"ENSG00000231051.3","USP17L28",1593
"ENSG00000231637.3","USP17L29",1593
"ENSG00000228856.3","USP17L30",1593
"ENSG00000219492.4","RP11-1396O13.13",901
"ENSG00000186146.1","DEFB131",213
"ENSG00000109667.7","SLC2A9",6614
"ENSG00000169676.4","DRD5",2375
"ENSG00000071127.12","WDR1",7827
"ENSG00000178163.3","ZNF518B",10905
"ENSG00000109684.10","CLNK",6201
"ENSG00000002587.5","HS3ST1",8166
"ENSG00000157869.10","RAB28",2221
"ENSG00000109705.7","NKX3-2",2801
"ENSG00000038219.8","BOD1L1",15860
"ENSG00000137449.11","CPEB2",7177
"ENSG00000163145.8","C1QTNF7",5583
"ENSG00000048342.11","CC2D2A",7570
"ENSG00000118564.10","FBXL5",4573
"ENSG00000237765.2","FAM200B",4817
"ENSG00000109743.6","BST1",2980
"ENSG00000004468.8","CD38",6855
"ENSG00000137440.3","FGFBP1",1359
"ENSG00000137441.7","FGFBP2",1250
"ENSG00000007062.7","PROM1",7465
"ENSG00000169762.12","TAPT1",7828
"ENSG00000169744.8","LDB2",5586
"ENSG00000151552.7","QDPR",3059
"ENSG00000249581.2","CLRN2",823
"ENSG00000002549.8","LAP3",3785
"ENSG00000118579.7","MED28",10982
"ENSG00000047662.4","FAM184B",6622
"ENSG00000163257.6","DCAF16",4816
"ENSG00000109805.5","NCAPG",4921
"ENSG00000178177.10","LCORL",10032
"ENSG00000145147.15","SLIT2",9700
"ENSG00000163138.14","PACRGL",4032
"ENSG00000185774.10","KCNIP4",4112
"ENSG00000152990.9","GPR125",9241
"ENSG00000109819.4","PPARGC1A",10511
"ENSG00000109606.8","DHX15",8162
"ENSG00000109610.5","SOD3",2128
"ENSG00000181982.13","CCDC149",9584
"ENSG00000153012.7","LGI2",6428
"ENSG00000109618.7","SEPSECS",6381
"ENSG00000038210.9","PI4K2B",7332
"ENSG00000168228.10","ZCCHC4",4353
"ENSG00000053900.6","ANAPC4",7494
"ENSG00000157765.7","SLC34A2",4699
"ENSG00000091490.6","SEL1L3",7483
"ENSG00000250317.4","SMIM20",1358
"ENSG00000168214.16","RBPJ",9041
"ENSG00000163394.5","CCKAR",1720
"ENSG00000109680.6","TBC1D19",3434
"ENSG00000109689.10","STIM2",6909
"ENSG00000250038.1","RP11-180C1.1",1304
"ENSG00000169851.11","PCDH7",10269
"ENSG00000047365.7","ARAP2",12428
"ENSG00000197057.4","DTHD1",5618
"ENSG00000174145.7","KIAA1239",8325
"ENSG00000154274.10","C4orf19",2770
"ENSG00000181826.5","RELL1",1947
"ENSG00000169299.9","PGM2",3704
"ENSG00000065882.11","TBC1D1",9027
"ENSG00000250254.1","PTTG2",691
"ENSG00000196355.2","AC021860.1",1896
"ENSG00000109787.8","KLF3",6297
"ENSG00000174123.6","TLR10",4217
"ENSG00000174125.3","TLR1",4533
"ENSG00000174130.8","TLR6",6035
"ENSG00000197712.7","FAM114A1",4871
"ENSG00000121895.7","TMEM156",2562
"ENSG00000109790.12","KLHL5",5144
"ENSG00000157796.13","WDR19",8873
"ENSG00000035928.10","RFC1",6713
"ENSG00000134962.6","KLB",6082
"ENSG00000163682.11","RPL9",3259
"ENSG00000121897.9","LIAS",2464
"ENSG00000109814.7","UGDH",4045
"ENSG00000163683.7","SMIM14",6721
"ENSG00000078140.9","UBE2K",5245
"ENSG00000121892.10","PDS5A",12204
"ENSG00000078177.9","N4BP2",9835
"ENSG00000168421.8","RHOH",6594
"ENSG00000174343.5","CHRNA9",3168
"ENSG00000163694.10","RBM47",8558
"ENSG00000179299.12","NSUN7",4728
"ENSG00000163697.12","APBB2",12956
"ENSG00000154277.8","UCHL1",2282
"ENSG00000064042.13","LIMCH1",10862
"ENSG00000109132.5","PHOX2B",3090
"ENSG00000109133.8","TMEM33",8240
"ENSG00000182308.5","DCAF4L1",4764
"ENSG00000014824.9","SLC30A9",7225
"ENSG00000188848.11","BEND4",8765
"ENSG00000178343.4","SHISA3",1971
"ENSG00000124406.12","ATP8A1",11199
"ENSG00000215203.2","GRXCR1",991
"ENSG00000183783.6","KCTD8",2704
"ENSG00000177752.10","YIPF7",1809
"ENSG00000151806.9","GUF1",4454
"ENSG00000163281.7","GNPDA2",7150
"ENSG00000163285.7","GABRG1",6785
"ENSG00000151834.11","GABRA2",11819
"ENSG00000170516.12","COX7B2",831
"ENSG00000109158.6","GABRA4",12131
"ENSG00000163288.9","GABRB1",3140
"ENSG00000169019.9","COMMD8",1694
"ENSG00000145246.9","ATP10D",7965
"ENSG00000145244.7","CORIN",10087
"ENSG00000170448.7","NFXL1",4446
"ENSG00000163293.7","NIPAL1",5981
"ENSG00000198515.9","CNGA1",3581
"ENSG00000074966.6","TXK",3472
"ENSG00000135605.8","TEC",4030
"ENSG00000109171.10","SLAIN2",6524
"ENSG00000145248.6","SLC10A4",1790
"ENSG00000182223.7","ZAR1",1460
"ENSG00000075539.9","FRYL",18170
"ENSG00000109180.10","OCIAD1",4714
"ENSG00000145247.7","OCIAD2",2483
"ENSG00000109182.7","CWH43",3138
"ENSG00000109184.10","DCUN1D4",7625
"ENSG00000188993.3","LRRC66",3327
"ENSG00000163069.8","SGCB",4541
"ENSG00000163071.6","SPATA18",4941
"ENSG00000109189.8","USP46",8917
"ENSG00000226887.3","ERVMER34-1",4077
"ENSG00000128045.5","RASL11B",2470
"ENSG00000184178.11","SCFD2",3176
"ENSG00000145216.11","FIP1L1",7169
"ENSG00000072201.9","LNX1",5725
"ENSG00000109220.6","CHIC2",1318
"ENSG00000269506.1","AC110792.1",165
"ENSG00000180613.6","GSX2",1926
"ENSG00000134853.7","PDGFRA",9732
"ENSG00000157404.11","KIT",5563
"ENSG00000128052.8","KDR",6259
"ENSG00000128039.6","SRD5A3",4420
"ENSG00000134851.8","TMEM165",7045
"ENSG00000134852.10","CLOCK",11762
"ENSG00000163440.6","PDCL2",861
"ENSG00000109255.7","NMU",975
"ENSG00000090989.13","EXOC1",5347
"ENSG00000174799.6","CEP135",8640
"ENSG00000109265.8","KIAA1211",5939
"ENSG00000157426.9","AASDH",4643
"ENSG00000128059.4","PPAT",5439
"ENSG00000268171.1","AC068620.1",450
"ENSG00000128050.4","PAICS",4306
"ENSG00000174780.11","SRP72",4685
"ENSG00000196503.2","ARL9",1258
"ENSG00000249693.2","THEGL",1793
"ENSG00000171476.17","HOPX",7759
"ENSG00000128040.6","SPINK2",766
"ENSG00000084093.11","REST",7875
"ENSG00000084092.6","NOA1",3415
"ENSG00000047315.10","POLR2B",5901
"ENSG00000163453.7","IGFBP7",1932
"ENSG00000150471.11","LPHN3",13991
"ENSG00000205678.3","TECRL",6023
"ENSG00000145242.9","EPHA5",9833
"ENSG00000145241.6","CENPC",5558
"ENSG00000035720.3","STAP1",1655
"ENSG00000033178.8","UBA6",11432
"ENSG00000109163.6","GNRHR",2164
"ENSG00000153802.7","TMPRSS11D",3294
"ENSG00000187054.10","TMPRSS11A",3970
"ENSG00000198092.5","TMPRSS11F",2088
"ENSG00000226894.3","TMPRSS11BNL",3202
"ENSG00000185873.7","TMPRSS11B",3378
"ENSG00000083896.8","YTHDC1",7032
"ENSG00000087128.5","TMPRSS11E",2138
"ENSG00000197888.2","UGT2B17",2077
"ENSG00000196620.4","UGT2B15",2077
"ENSG00000109181.7","UGT2B10",1931
"ENSG00000135220.6","UGT2A3",3062
"ENSG00000171234.9","UGT2B7",2259
"ENSG00000213759.4","UGT2B11",2340
"ENSG00000135226.12","UGT2B28",1833
"ENSG00000156096.8","UGT2B4",2489
"ENSG00000173610.7","UGT2A1",3287
"ENSG00000271271.1","UGT2A2",2568
"ENSG00000270386.1","UGT2A1",2376
"ENSG00000173597.4","SULT1B1",7356
"ENSG00000109193.6","SULT1E1",2304
"ENSG00000126545.9","CSN1S1",982
"ENSG00000135222.6","CSN2",1066
"ENSG00000126549.5","STATH",2176
"ENSG00000205649.3","HTN3",2077
"ENSG00000126550.4","HTN1",3817
"ENSG00000187533.9","C4orf40",5336
"ENSG00000109205.12","ODAM",1562
"ENSG00000181617.5","FDCSP",566
"ENSG00000171209.3","CSN3",836
"ENSG00000145309.5","CABS1",1532
"ENSG00000109208.4","SMR3A",665
"ENSG00000171201.6","SMR3B",1436
"ENSG00000171199.5","PROL1",1096
"ENSG00000171195.6","MUC7",2798
"ENSG00000187689.5","AMTN",1037
"ENSG00000178522.10","AMBN",2005
"ENSG00000132464.7","ENAM",6522
"ENSG00000132465.6","IGJ",1680
"ENSG00000132467.2","UTP3",2072
"ENSG00000018189.8","RUFY3",8070
"ENSG00000132463.9","GRSF1",7785
"ENSG00000173542.4","MOB1B",8801
"ENSG00000156136.5","DCK",3227
"ENSG00000080493.9","SLC4A4",8361
"ENSG00000145321.8","GC",2381
"ENSG00000056291.13","NPFFR2",2359
"ENSG00000156140.4","ADAMTS3",6585
"ENSG00000163626.12","COX18",3258
"ENSG00000132466.13","ANKRD17",12041
"ENSG00000163631.12","ALB",3373
"ENSG00000081051.3","AFP",3259
"ENSG00000079557.3","AFM",2217
"ENSG00000169435.9","RASSF6",6632
"ENSG00000169429.6","IL8",2274
"ENSG00000124875.5","CXCL6",2183
"ENSG00000109272.3","PF4V1",522
"ENSG00000163739.4","CXCL1",1296
"ENSG00000163737.3","PF4",604
"ENSG00000163736.3","PPBP",715
"ENSG00000163735.6","CXCL5",2538
"ENSG00000163734.4","CXCL3",2219
"ENSG00000081041.8","CXCL2",1500
"ENSG00000163738.14","MTHFD2L",9819
"ENSG00000269559.1","AC093677.1",759
"ENSG00000182585.5","EPGN",1814
"ENSG00000124882.3","EREG",5717
"ENSG00000109321.6","AREG",1648
"ENSG00000205595.3","AREGB",1647
"ENSG00000174808.7","BTC",2816
"ENSG00000169116.7","PARM1",5034
"ENSG00000163743.9","RCHY1",6565
"ENSG00000174796.8","THAP6",7127
"ENSG00000174792.6","C4orf26",2054
"ENSG00000138769.6","CDKL2",3781
"ENSG00000138757.10","G3BP2",7178
"ENSG00000138768.10","USO1",4542
"ENSG00000156194.13","PPEF2",4976
"ENSG00000138744.10","NAAA",5154
"ENSG00000198301.7","SDAD1",3491
"ENSG00000268788.1","AC110615.1",282
"ENSG00000138755.5","CXCL9",2740
"ENSG00000156219.12","ART3",3278
"ENSG00000169245.4","CXCL10",1173
"ENSG00000169248.8","CXCL11",1908
"ENSG00000138750.10","NUP54",4062
"ENSG00000138760.4","SCARB2",5685
"ENSG00000189157.9","FAM47E",9508
"ENSG00000272414.1","FAM47E",3242
"ENSG00000118804.7","FAM47E-STBD1",4003
"ENSG00000163749.13","CCDC158",5856
"ENSG00000138771.10","SHROOM3",13159
"ENSG00000186212.2","SOWAHB",2921
"ENSG00000138758.7","SEPT11",9787
"ENSG00000118816.5","CCNI",3741
"ENSG00000138764.9","CCNG2",7471
"ENSG00000156234.7","CXCL13",1431
"ENSG00000138767.8","CNOT6L",9367
"ENSG00000169288.13","MRPL1",1943
"ENSG00000138759.13","FRAS1",18960
"ENSG00000138772.8","ANXA3",5115
"ENSG00000138756.13","BMP2K",9938
"ENSG00000163291.10","PAQR3",12403
"ENSG00000156269.4","NAA11",2701
"ENSG00000196475.4","GK2",1865
"ENSG00000163297.12","ANTXR2",10101
"ENSG00000152784.11","PRDM8",4588
"ENSG00000138675.12","FGF5",5998
"ENSG00000197826.7","C4orf22",4476
"ENSG00000152785.6","BMP3",5734
"ENSG00000138669.5","PRKG2",3751
"ENSG00000138670.12","RASGEF1B",9765
"ENSG00000138668.14","HNRNPD",6981
"ENSG00000152795.13","HNRNPDL",5209
"ENSG00000145293.10","ENOPH1",2025
"ENSG00000249242.3","TMEM150C",3671
"ENSG00000145284.7","SCD5",4551
"ENSG00000138674.12","SEC31A",9145
"ENSG00000168152.8","THAP9",4332
"ENSG00000189308.6","LIN54",6768
"ENSG00000138663.4","COPS4",3566
"ENSG00000145287.6","PLAC8",3853
"ENSG00000173085.9","COQ2",2774
"ENSG00000173083.10","HPSE",4721
"ENSG00000163312.6","HELQ",3713
"ENSG00000163319.6","MRPS18C",4866
"ENSG00000163322.9","FAM175A",6042
"ENSG00000138678.6","AGPAT9",3468
"ENSG00000163623.5","NKX6-1",3086
"ENSG00000163624.5","CDS1",4461
"ENSG00000163625.11","WDFY3",16915
"ENSG00000138639.13","ARHGAP24",7908
"ENSG00000109339.14","MAPK10",9816
"ENSG00000163629.8","PTPN13",9496
"ENSG00000145283.7","SLC10A6",1502
"ENSG00000163633.6","C4orf36",5270
"ENSG00000172493.16","AFF1",10733
"ENSG00000145332.9","KLHL8",7354
"ENSG00000170509.7","HSD17B13",2397
"ENSG00000198189.6","HSD17B11",2435
"ENSG00000170502.8","NUDT9",3184
"ENSG00000152583.8","SPARCL1",3477
"ENSG00000152591.8","DSPP",4373
"ENSG00000152592.9","DMP1",2682
"ENSG00000029559.5","IBSP",1033
"ENSG00000152595.12","MEPE",2477
"ENSG00000118785.9","SPP1",2288
"ENSG00000118762.3","PKD2",5498
"ENSG00000118777.6","ABCG2",4848
"ENSG00000163644.10","PPM1K",11371
"ENSG00000138642.10","HERC6",5793
"ENSG00000138646.4","HERC5",4766
"ENSG00000145337.4","PYURF",1361
"ENSG00000138641.11","HERC3",8634
"ENSG00000255072.1","PIGY",217
"ENSG00000177432.6","NAP1L5",2321
"ENSG00000138640.10","FAM13A",13215
"ENSG00000180346.2","TIGD2",2083
"ENSG00000185477.4","GPRIN3",15205
"ENSG00000145335.11","SNCA",4011
"ENSG00000138722.5","MMRN1",5510
"ENSG00000184305.10","CCSER1",10428
"ENSG00000249049.1","RP11-763F8.1",375
"ENSG00000248511.1","RP11-9B6.1",592
"ENSG00000152208.7","GRID2",6722
"ENSG00000172238.3","ATOH1",1180
"ENSG00000163104.13","SMARCAD1",6313
"ENSG00000163106.6","HPGDS",2111
"ENSG00000163110.10","PDLIM5",11115
"ENSG00000138696.6","BMPR1B",6312
"ENSG00000182168.10","UNC5C",10684
"ENSG00000163114.4","PDHA2",1387
"ENSG00000163116.5","STPG2",5836
"ENSG00000138698.10","RAP1GDS1",5424
"ENSG00000168785.3","TSPAN5",7430
"ENSG00000151247.8","EIF4E",14067
"ENSG00000164024.7","METAP1",4117
"ENSG00000197894.6","ADH5",4863
"ENSG00000198099.4","ADH4",2453
"ENSG00000172955.13","ADH6",4401
"ENSG00000187758.3","ADH1A",2258
"ENSG00000196616.8","ADH1B",6483
"ENSG00000196344.7","ADH7",3108
"ENSG00000138813.5","C4orf17",3261
"ENSG00000145331.9","TRMT10A",4379
"ENSG00000138823.8","MTTP",5398
"ENSG00000248713.1","RP11-766F14.2",10086
"ENSG00000070190.8","DAPP1",4548
"ENSG00000109270.8","LAMTOR3",4226
"ENSG00000164031.12","DNAJB14",13078
"ENSG00000164032.7","H2AFZ",2303
"ENSG00000145358.2","DDIT4L",2994
"ENSG00000164035.5","EMCN",5243
"ENSG00000138814.12","PPP3CA",5213
"ENSG00000254531.1","AP001816.1",790
"ENSG00000153064.7","BANK1",6144
"ENSG00000138821.8","SLC39A8",6480
"ENSG00000109320.7","NFKB1",6257
"ENSG00000109323.4","MANBA",8422
"ENSG00000109332.15","UBE2D3",10069
"ENSG00000145354.5","CISD2",2607
"ENSG00000164037.12","SLC9B1",2977
"ENSG00000164038.10","SLC9B2",5469
"ENSG00000164039.10","BDH2",3383
"ENSG00000138778.7","CENPE",9444
"ENSG00000169836.4","TACR3",5190
"ENSG00000168772.9","CXXC4",5819
"ENSG00000168769.8","TET2",16474
"ENSG00000138777.15","PPA2",4654
"ENSG00000236699.4","ARHGEF38",7579
"ENSG00000138785.10","INTS12",3895
"ENSG00000138780.10","GSTCD",6203
"ENSG00000168743.8","NPNT",6117
"ENSG00000145348.12","TBCK",11112
"ENSG00000164022.12","AIMP1",3328
"ENSG00000155011.4","DKK2",4319
"ENSG00000138801.4","PAPSS1",3478
"ENSG00000164023.10","SGMS2",7635
"ENSG00000155016.13","CYP2U1",6096
"ENSG00000138796.11","HADH",3084
"ENSG00000138795.5","LEF1",5361
"ENSG00000109475.12","RPL34",3393
"ENSG00000198856.8","OSTC",1617
"ENSG00000164089.4","ETNPPL",2950
"ENSG00000188517.10","COL25A1",6183
"ENSG00000138802.7","SEC24B",5219
"ENSG00000005059.11","CCDC109B",3558
"ENSG00000138794.5","CASP6",1936
"ENSG00000123739.6","PLA2G12A",5228
"ENSG00000205403.8","CFI",3873
"ENSG00000109534.12","GAR1",2043
"ENSG00000180245.4","RRH",1455
"ENSG00000183423.7","LRIT3",3897
"ENSG00000138798.7","EGF",6127
"ENSG00000170522.5","ELOVL6",7297
"ENSG00000138792.5","ENPEP",7802
"ENSG00000164093.11","PITX2",5629
"ENSG00000174749.5","C4orf32",8901
"ENSG00000138660.7","AP1AR",3444
"ENSG00000145365.10","TIFA",4250
"ENSG00000073331.13","ALPK1",12325
"ENSG00000178403.3","NEUROG2",2287
"ENSG00000138658.11","C4orf21",9100
"ENSG00000174720.11","LARP7",4083
"ENSG00000145362.12","ANK2",18212
"ENSG00000145349.12","CAMK2D",7363
"ENSG00000180801.11","ARSJ",5024
"ENSG00000174607.6","UGT8",4699
"ENSG00000138653.5","NDST4",3719
"ENSG00000270394.1","MTRNR2L13",1505
"ENSG00000174599.4","TRAM1L1",2019
"ENSG00000164100.7","NDST3",7009
"ENSG00000164099.3","PRSS12",5725
"ENSG00000145388.10","METTL14",6833
"ENSG00000150961.10","SEC24D",9938
"ENSG00000172403.6","SYNPO2",11375
"ENSG00000172399.5","MYOZ2",2597
"ENSG00000178636.4","RP11-455G16.1",2215
"ENSG00000145390.7","USP53",11950
"ENSG00000164096.10","C4orf3",2515
"ENSG00000145384.3","FABP2",2478
"ENSG00000138735.11","PDE5A",9756
"ENSG00000164109.9","MAD2L1",5748
"ENSG00000138738.6","PRDM5",9517
"ENSG00000173376.9","NDNF",3556
"ENSG00000050730.11","TNIP3",3768
"ENSG00000186867.6","QRFPR",2160
"ENSG00000164111.10","ANXA5",3034
"ENSG00000164112.8","TMEM155",3024
"ENSG00000226757.1","AC079341.1",2223
"ENSG00000123737.8","EXOSC9",4711
"ENSG00000145386.5","CCNA2",2797
"ENSG00000138686.5","BBS7",4829
"ENSG00000138741.6","TRPC3",4358
"ENSG00000138688.11","KIAA1109",20470
"ENSG00000164113.6","ADAD1",2699
"ENSG00000109471.4","IL2",1119
"ENSG00000138684.3","IL21",629
"ENSG00000181004.5","BBS12",3432
"ENSG00000138685.8","FGF2",6775
"ENSG00000170917.9","NUDT6",6591
"ENSG00000145375.7","SPATA5",8247
"ENSG00000164056.6","SPRY1",3958
"ENSG00000151458.7","ANKRD50",8794
"ENSG00000196159.7","FAT4",16439
"ENSG00000164066.8","INTU",16066
"ENSG00000151475.4","SLC25A31",1835
"ENSG00000164070.7","HSPA4L",11621
"ENSG00000142731.6","PLK4",4482
"ENSG00000164073.5","MFSD8",5023
"ENSG00000164074.10","C4orf29",6491
"ENSG00000138709.13","LARP1B",8792
"ENSG00000164040.12","PGRMC2",4621
"ENSG00000077684.11","PHF17",9110
"ENSG00000151466.7","SCLT1",8294
"ENSG00000151470.8","C4orf33",7015
"ENSG00000248369.1","RP11-62N21.1",464
"ENSG00000138650.7","PCDH10",8549
"ENSG00000254535.2","PABPC4L",4944
"ENSG00000189184.7","PCDH18",5925
"ENSG00000151012.9","SLC7A11",9645
"ENSG00000151014.4","CCRN4L",1769
"ENSG00000109381.15","ELF2",8560
"ENSG00000137463.4","MGARP",1339
"ENSG00000109390.7","NDUFC1",1941
"ENSG00000164134.8","NAA15",9712
"ENSG00000172007.5","RAB33B",5028
"ENSG00000145391.9","SETD7",13916
"ENSG00000085871.4","MGST2",3182
"ENSG00000196782.8","MAML3",7030
"ENSG00000153130.13","SCOC",6294
"ENSG00000153132.8","CLGN",3730
"ENSG00000205301.7","RP11-542P2.1",5595
"ENSG00000179387.5","ELMOD2",6627
"ENSG00000109424.3","UCP1",1462
"ENSG00000109436.7","TBC1D9",5603
"ENSG00000170153.6","RNF150",11007
"ENSG00000109445.6","ZNF330",2536
"ENSG00000164136.12","IL15",7860
"ENSG00000109452.8","INPP4B",14153
"ENSG00000170185.5","USP38",7787
"ENSG00000109458.4","GAB1",10119
"ENSG00000153147.5","SMARCA5",8385
"ENSG00000183090.5","FREM3",6869
"ENSG00000197465.9","GYPE",2004
"ENSG00000250361.2","GYPB",1659
"ENSG00000170180.15","GYPA",3353
"ENSG00000164161.5","HHIP",12074
"ENSG00000164162.8","ANAPC10",3068
"ENSG00000164163.6","ABCE1",6265
"ENSG00000164164.11","OTUD4",9085
"ENSG00000170365.5","SMAD1",6058
"ENSG00000151611.9","MMAA",7677
